date,Listing type,Housing units
2017-11-20,Entire home/apt,3207
2017-11-21,Entire home/apt,3209
2017-11-22,Entire home/apt,3213
2017-11-23,Entire home/apt,3215
2017-11-24,Entire home/apt,3222
2017-11-25,Entire home/apt,3224
2017-11-26,Entire home/apt,3231
2017-11-27,Entire home/apt,3229
2017-11-28,Entire home/apt,3230
2017-11-29,Entire home/apt,3237
2017-11-30,Entire home/apt,3288
2017-12-01,Entire home/apt,3301
2017-12-02,Entire home/apt,3311
2017-12-03,Entire home/apt,3314
2017-12-04,Entire home/apt,3322
2017-12-05,Entire home/apt,3321
2017-12-06,Entire home/apt,3321
2017-12-07,Entire home/apt,3334
2017-12-08,Entire home/apt,3340
2017-12-09,Entire home/apt,3341
2017-12-10,Entire home/apt,3348
2017-12-11,Entire home/apt,3358
2017-12-12,Entire home/apt,3362
2017-12-13,Entire home/apt,3366
2017-12-14,Entire home/apt,3370
2017-12-15,Entire home/apt,3396
2017-12-16,Entire home/apt,3397
2017-12-17,Entire home/apt,3403
2017-12-18,Entire home/apt,3411
2017-12-19,Entire home/apt,3417
2017-12-20,Entire home/apt,3423
2017-12-21,Entire home/apt,3428
2017-12-22,Entire home/apt,3430
2017-12-23,Entire home/apt,3431
2017-12-24,Entire home/apt,3436
2017-12-25,Entire home/apt,3438
2017-12-26,Entire home/apt,3439
2017-12-27,Entire home/apt,3447
2017-12-28,Entire home/apt,3451
2017-12-29,Entire home/apt,3459
2017-12-30,Entire home/apt,3467
2017-12-31,Entire home/apt,3470
2018-01-01,Entire home/apt,3471
2018-01-02,Entire home/apt,3474
2018-01-03,Entire home/apt,3483
2018-01-04,Entire home/apt,3487
2018-01-05,Entire home/apt,3491
2018-01-06,Entire home/apt,3495
2018-01-07,Entire home/apt,3502
2018-01-08,Entire home/apt,3506
2018-01-09,Entire home/apt,3504
2018-01-10,Entire home/apt,3513
2018-01-11,Entire home/apt,3516
2018-01-12,Entire home/apt,3522
2018-01-13,Entire home/apt,3530
2018-01-14,Entire home/apt,3525
2018-01-15,Entire home/apt,3530
2018-01-16,Entire home/apt,3536
2018-01-17,Entire home/apt,3544
2018-01-18,Entire home/apt,3540
2018-01-19,Entire home/apt,3543
2018-01-20,Entire home/apt,3545
2018-01-21,Entire home/apt,3550
2018-01-22,Entire home/apt,3558
2018-01-23,Entire home/apt,3558
2018-01-24,Entire home/apt,3565
2018-01-25,Entire home/apt,3570
2018-01-26,Entire home/apt,3572
2018-01-27,Entire home/apt,3583
2018-01-28,Entire home/apt,3587
2018-01-29,Entire home/apt,3588
2018-01-30,Entire home/apt,3592
2018-01-31,Entire home/apt,3594
2018-02-01,Entire home/apt,3598
2018-02-02,Entire home/apt,3596
2018-02-03,Entire home/apt,3606
2018-02-04,Entire home/apt,3609
2018-02-05,Entire home/apt,3614
2018-02-06,Entire home/apt,3617
2018-02-07,Entire home/apt,3615
2018-02-08,Entire home/apt,3613
2018-02-09,Entire home/apt,3616
2018-02-10,Entire home/apt,3615
2018-02-11,Entire home/apt,3622
2018-02-12,Entire home/apt,3624
2018-02-13,Entire home/apt,3625
2018-02-14,Entire home/apt,3627
2018-02-15,Entire home/apt,3636
2018-02-16,Entire home/apt,3634
2018-02-17,Entire home/apt,3634
2018-02-18,Entire home/apt,3635
2018-02-19,Entire home/apt,3633
2018-02-20,Entire home/apt,3638
2018-02-21,Entire home/apt,3639
2018-02-22,Entire home/apt,3643
2018-02-23,Entire home/apt,3647
2018-02-24,Entire home/apt,3646
2018-02-25,Entire home/apt,3649
2018-02-26,Entire home/apt,3648
2018-02-27,Entire home/apt,3648
2018-02-28,Entire home/apt,3646
2018-03-01,Entire home/apt,3650
2018-03-02,Entire home/apt,3654
2018-03-03,Entire home/apt,3661
2018-03-04,Entire home/apt,3661
2018-03-05,Entire home/apt,3667
2018-03-06,Entire home/apt,3678
2018-03-07,Entire home/apt,3672
2018-03-08,Entire home/apt,3674
2018-03-09,Entire home/apt,3676
2018-03-10,Entire home/apt,3688
2018-03-11,Entire home/apt,3696
2018-03-12,Entire home/apt,3707
2018-03-13,Entire home/apt,3712
2018-03-14,Entire home/apt,3718
2018-03-15,Entire home/apt,3721
2018-03-16,Entire home/apt,3724
2018-03-17,Entire home/apt,3732
2018-03-18,Entire home/apt,3743
2018-03-19,Entire home/apt,3747
2018-03-20,Entire home/apt,3752
2018-03-21,Entire home/apt,3758
2018-03-22,Entire home/apt,3777
2018-03-23,Entire home/apt,3787
2018-03-24,Entire home/apt,3789
2018-03-25,Entire home/apt,3793
2018-03-26,Entire home/apt,3800
2018-03-27,Entire home/apt,3803
2018-03-28,Entire home/apt,3803
2018-03-29,Entire home/apt,3811
2018-03-30,Entire home/apt,3811
2018-03-31,Entire home/apt,3819
2018-04-01,Entire home/apt,3821
2018-04-02,Entire home/apt,3838
2018-04-03,Entire home/apt,3836
2018-04-04,Entire home/apt,3832
2018-04-05,Entire home/apt,3833
2018-04-06,Entire home/apt,3832
2018-04-07,Entire home/apt,3836
2018-04-08,Entire home/apt,3834
2018-04-09,Entire home/apt,3836
2018-04-10,Entire home/apt,3839
2018-04-11,Entire home/apt,3840
2018-04-12,Entire home/apt,3840
2018-04-13,Entire home/apt,3844
2018-04-14,Entire home/apt,3846
2018-04-15,Entire home/apt,3850
2018-04-16,Entire home/apt,3851
2018-04-17,Entire home/apt,3857
2018-04-18,Entire home/apt,3856
2018-04-19,Entire home/apt,3859
2018-04-20,Entire home/apt,3856
2018-04-21,Entire home/apt,3858
2018-04-22,Entire home/apt,3863
2018-04-23,Entire home/apt,3865
2018-04-24,Entire home/apt,3868
2018-04-25,Entire home/apt,3876
2018-04-26,Entire home/apt,3880
2018-04-27,Entire home/apt,3885
2018-04-28,Entire home/apt,3892
2018-04-29,Entire home/apt,3897
2018-04-30,Entire home/apt,3903
2018-05-01,Entire home/apt,3901
2018-05-02,Entire home/apt,3910
2018-05-03,Entire home/apt,3904
2018-05-04,Entire home/apt,3899
2018-05-05,Entire home/apt,3902
2018-05-06,Entire home/apt,3906
2018-05-07,Entire home/apt,3906
2018-05-08,Entire home/apt,3909
2018-05-09,Entire home/apt,3911
2018-05-10,Entire home/apt,3915
2018-05-11,Entire home/apt,3910
2018-05-12,Entire home/apt,3913
2018-05-13,Entire home/apt,3916
2018-05-14,Entire home/apt,3919
2018-05-15,Entire home/apt,3921
2018-05-16,Entire home/apt,3929
2018-05-17,Entire home/apt,3930
2018-05-18,Entire home/apt,3939
2018-05-19,Entire home/apt,3949
2018-05-20,Entire home/apt,3954
2018-05-21,Entire home/apt,3965
2018-05-22,Entire home/apt,3970
2018-05-23,Entire home/apt,3978
2018-05-24,Entire home/apt,3979
2018-05-25,Entire home/apt,3983
2018-05-26,Entire home/apt,3986
2018-05-27,Entire home/apt,3986
2018-05-28,Entire home/apt,3986
2018-05-29,Entire home/apt,3990
2018-05-30,Entire home/apt,3992
2018-05-31,Entire home/apt,3989
2018-06-01,Entire home/apt,3995
2018-06-02,Entire home/apt,3993
2018-06-03,Entire home/apt,3998
2018-06-04,Entire home/apt,4000
2018-06-05,Entire home/apt,4005
2018-06-06,Entire home/apt,4013
2018-06-07,Entire home/apt,4024
2018-06-08,Entire home/apt,4043
2018-06-09,Entire home/apt,4046
2018-06-10,Entire home/apt,4052
2018-06-11,Entire home/apt,4065
2018-06-12,Entire home/apt,4069
2018-06-13,Entire home/apt,4077
2018-06-14,Entire home/apt,4078
2018-06-15,Entire home/apt,4078
2018-06-16,Entire home/apt,4074
2018-06-17,Entire home/apt,4069
2018-06-18,Entire home/apt,4072
2018-06-19,Entire home/apt,4077
2018-06-20,Entire home/apt,4087
2018-06-21,Entire home/apt,4095
2018-06-22,Entire home/apt,4100
2018-06-23,Entire home/apt,4104
2018-06-24,Entire home/apt,4108
2018-06-25,Entire home/apt,4110
2018-06-26,Entire home/apt,4109
2018-06-27,Entire home/apt,4106
2018-06-28,Entire home/apt,4107
2018-06-29,Entire home/apt,4108
2018-06-30,Entire home/apt,4104
2018-07-01,Entire home/apt,4104
2018-07-02,Entire home/apt,4107
2018-07-03,Entire home/apt,4111
2018-07-04,Entire home/apt,4115
2018-07-05,Entire home/apt,4119
2018-07-06,Entire home/apt,4134
2018-07-07,Entire home/apt,4131
2018-07-08,Entire home/apt,4131
2018-07-09,Entire home/apt,4135
2018-07-10,Entire home/apt,4131
2018-07-11,Entire home/apt,4129
2018-07-12,Entire home/apt,4134
2018-07-13,Entire home/apt,4139
2018-07-14,Entire home/apt,4141
2018-07-15,Entire home/apt,4145
2018-07-16,Entire home/apt,4140
2018-07-17,Entire home/apt,4142
2018-07-18,Entire home/apt,4143
2018-07-19,Entire home/apt,4144
2018-07-20,Entire home/apt,4155
2018-07-21,Entire home/apt,4164
2018-07-22,Entire home/apt,4160
2018-07-23,Entire home/apt,4160
2018-07-24,Entire home/apt,4169
2018-07-25,Entire home/apt,4171
2018-07-26,Entire home/apt,4174
2018-07-27,Entire home/apt,4179
2018-07-28,Entire home/apt,4185
2018-07-29,Entire home/apt,4187
2018-07-30,Entire home/apt,4186
2018-07-31,Entire home/apt,4188
2018-08-01,Entire home/apt,4186
2018-08-02,Entire home/apt,4178
2018-08-03,Entire home/apt,4188
2018-08-04,Entire home/apt,4192
2018-08-05,Entire home/apt,4187
2018-08-06,Entire home/apt,4182
2018-08-07,Entire home/apt,4188
2018-08-08,Entire home/apt,4201
2018-08-09,Entire home/apt,4202
2018-08-10,Entire home/apt,4201
2018-08-11,Entire home/apt,4205
2018-08-12,Entire home/apt,4196
2018-08-13,Entire home/apt,4199
2018-08-14,Entire home/apt,4205
2018-08-15,Entire home/apt,4215
2018-08-16,Entire home/apt,4221
2018-08-17,Entire home/apt,4231
2018-08-18,Entire home/apt,4234
2018-08-19,Entire home/apt,4238
2018-08-20,Entire home/apt,4235
2018-08-21,Entire home/apt,4243
